GPA,SAT_Score,Extracurricular,Volunteer_Hours,Recommendation_Score,Interview_Score,Intended_Major,Legacy,First_Gen,Gender,Ethnicity,International,Income_Level,High_School_Rating,Admitted
2.91,1061.0,0,50.0,2.8,7.9,Health,0,0,Male,Other,0,High,2.5,No
2.33,1154.0,0,39.0,4.6,8.7,SocialSci,0,1,Female,Asian,0,Low,3.0,No
2.38,1337.0,1,66.0,1.3,9.5,Health,0,0,Female,White,0,Middle,6.4,Yes
3.66,1240.0,1,37.0,4.1,5.5,STEM,0,0,Female,Other,0,Low,6.3,Yes
2.44,1312.0,1,38.0,2.0,7.7,Health,1,0,Other,Other,0,Middle,5.6,No
3.82,1518.0,1,68.0,3.3,1.7,STEM,0,1,Other,Hispanic,0,Middle,1.6,Yes
2.31,1237.0,1,26.0,1.7,9.4,Health,0,1,Female,White,0,Middle,1.0,No
3.33,1164.0,1,57.0,1.4,9.5,Business,0,0,Female,Hispanic,0,Middle,6.6,Yes
2.82,1134.0,1,37.0,1.9,1.5,STEM,1,1,Female,Black,0,Middle,1.4,No
3.25,1208.0,0,63.0,3.7,7.5,Health,0,1,Male,Other,1,High,6.3,Yes
2.09,1246.0,0,22.0,4.5,1.1,STEM,0,0,Female,Asian,0,Low,3.7,No
2.71,1139.0,1,63.0,4.1,1.2,Business,0,0,Male,White,0,Low,1.3,Yes
2.38,1391.0,0,72.0,3.0,6.9,STEM,0,0,Female,Asian,0,Low,1.7,Yes
2.23,1143.0,1,69.0,5.0,6.7,STEM,0,1,Male,Black,0,Low,9.1,Yes
2.06,1130.0,1,54.0,4.4,9.5,SocialSci,0,0,Male,Asian,0,Low,8.9,Yes
2.08,1216.0,1,38.0,2.3,2.1,STEM,1,0,Male,Asian,0,Middle,7.9,No
3.41,1221.0,1,50.0,1.9,2.6,SocialSci,0,1,Other,Asian,0,Low,1.8,No
2.99,1068.0,1,29.0,1.8,5.4,Health,0,1,Male,Asian,1,Middle,3.6,No
2.64,1198.0,0,51.0,1.7,5.9,SocialSci,0,0,Other,Other,0,High,2.4,Yes
2.18,1133.0,1,58.0,2.9,6.0,STEM,1,0,Female,Other,0,Low,6.1,Yes
2.35,1220.0,1,80.0,2.5,1.8,Business,0,0,Male,Hispanic,0,High,6.4,Yes
2.54,1160.0,1,38.0,2.6,7.9,SocialSci,1,0,Male,Asian,0,Low,5.6,No
2.97,1365.0,1,55.0,3.3,4.6,SocialSci,0,1,Female,White,0,Middle,4.2,No
3.87,1269.0,0,67.0,1.7,6.3,SocialSci,0,0,Male,Black,0,High,3.1,Yes
2.68,1238.0,0,60.0,2.8,5.9,SocialSci,1,0,Other,Black,0,High,9.1,Yes
2.71,1153.0,1,66.0,1.4,3.8,Health,0,0,Other,Asian,0,Low,5.1,Yes
3.43,1061.0,1,41.0,4.0,1.1,STEM,0,0,Female,White,0,High,4.8,No
2.97,1276.0,0,42.0,1.6,7.7,STEM,1,0,Female,Hispanic,0,Low,7.4,No
2.56,1101.0,0,61.0,3.6,8.3,SocialSci,0,1,Female,Other,0,High,4.4,Yes
2.31,1101.0,1,51.0,3.0,6.4,Business,0,0,Male,Black,0,High,8.5,Yes
2.08,1204.0,0,75.0,1.2,7.3,SocialSci,0,1,Other,White,0,High,8.6,Yes
2.44,1283.0,0,48.0,2.9,2.8,Business,1,0,Other,Asian,0,Middle,9.6,Yes
3.84,1077.0,1,83.0,3.5,1.6,Arts,0,0,Female,Hispanic,0,High,5.4,Yes
3.99,1051.0,0,16.0,1.1,2.8,Health,0,0,Female,Hispanic,0,High,3.6,No
3.61,1327.0,1,42.0,2.0,4.4,SocialSci,0,0,Female,Asian,1,Low,3.9,No
2.92,1121.0,0,49.0,2.9,6.9,Arts,1,1,Other,Black,1,Middle,6.6,No
3.43,1159.0,0,21.0,2.0,1.4,Arts,0,1,Female,Other,0,Middle,3.9,No
3.65,1300.0,1,44.0,2.2,1.8,SocialSci,1,0,Male,White,0,Low,8.2,No
2.72,1315.0,1,45.0,1.1,5.3,SocialSci,0,0,Other,Other,1,Low,4.3,No
2.36,975.0,1,51.0,2.8,8.4,SocialSci,0,0,Male,Asian,0,Low,2.5,Yes
2.32,1110.0,0,30.0,4.7,7.4,Health,0,0,Male,Other,1,High,9.3,No
3.15,1223.0,0,37.0,2.6,5.0,Business,0,0,Female,Black,0,Middle,4.2,No
2.12,1268.0,0,60.0,4.0,1.3,Business,0,0,Other,Asian,0,Middle,7.0,No
3.99,1358.0,1,56.0,4.3,4.1,SocialSci,0,0,Other,Hispanic,0,Middle,6.4,Yes
2.89,1254.0,0,37.0,4.7,7.6,Health,1,1,Other,Hispanic,0,Low,5.4,Yes
2.46,1185.0,0,16.0,1.1,6.4,STEM,0,0,Other,Hispanic,0,High,8.0,No
3.04,1086.0,0,25.0,2.3,8.3,SocialSci,0,1,Male,Black,0,High,7.7,No
2.5,1503.0,0,52.0,2.2,7.3,Arts,0,0,Other,Asian,0,Middle,8.5,Yes
3.23,1261.0,0,20.0,1.3,2.6,Health,0,0,Male,Other,0,Low,3.0,No
3.64,1299.0,0,56.0,1.6,6.6,Health,0,0,Male,White,1,Low,7.0,No
2.85,1350.0,0,105.0,4.8,3.3,Business,0,0,Female,Black,0,Middle,2.6,Yes
3.47,1198.0,0,50.0,2.5,9.7,Arts,0,0,Male,Hispanic,0,High,1.4,Yes
3.18,1137.0,1,52.0,1.5,2.1,Arts,1,1,Other,White,0,High,8.2,No
2.34,1094.0,0,67.0,1.9,7.7,Health,0,0,Female,White,0,Middle,9.8,Yes
2.43,1199.0,1,51.0,2.3,5.4,SocialSci,1,0,Female,Asian,0,High,7.9,Yes
3.09,1383.0,1,77.0,2.1,3.0,STEM,1,1,Female,Black,0,Low,3.9,Yes
3.7,1185.0,1,47.0,2.3,9.0,SocialSci,0,1,Male,Asian,0,Low,6.4,Yes
2.89,1117.0,1,64.0,2.6,6.1,Arts,0,1,Female,Hispanic,0,Middle,4.1,Yes
3.25,1134.0,1,40.0,3.8,6.3,Health,0,1,Male,Asian,0,High,2.6,Yes
3.52,1338.0,1,69.0,2.3,2.9,STEM,0,0,Other,Hispanic,0,Low,2.4,Yes
3.6,1272.0,1,49.0,1.9,4.8,SocialSci,0,1,Other,White,0,High,5.8,No
3.3,1120.0,0,88.0,4.4,2.2,STEM,1,0,Male,White,0,Low,4.6,Yes
3.56,1025.0,1,53.0,4.1,5.3,STEM,1,0,Female,White,0,Low,8.6,Yes
3.21,1142.0,1,35.0,2.4,8.0,STEM,0,0,Other,Black,0,Low,8.7,Yes
3.85,1092.0,1,66.0,2.7,7.5,STEM,0,0,Female,White,1,Middle,9.8,Yes
2.68,1228.0,0,25.0,2.2,1.4,Health,1,0,Other,Asian,0,Low,8.2,No
3.67,1412.0,1,46.0,3.0,6.9,SocialSci,0,1,Female,Asian,0,High,4.2,Yes
3.3,1291.0,0,19.0,4.1,7.0,Arts,0,1,Female,Hispanic,0,Low,5.6,No
3.15,1032.0,1,18.0,2.4,9.8,Health,0,0,Female,Other,0,Middle,5.5,No
3.44,1131.0,0,58.0,4.9,6.5,Business,1,0,Male,Asian,0,Middle,4.8,Yes
2.05,1213.0,0,43.0,4.6,7.8,SocialSci,1,0,Male,Other,0,Middle,3.8,No
3.56,1322.0,1,53.0,5.0,4.8,Business,0,0,Other,Asian,0,High,3.5,Yes
2.46,1303.0,0,79.0,4.3,5.7,STEM,0,0,Female,Asian,0,Middle,2.0,Yes
2.31,1427.0,1,23.0,4.4,4.1,Health,0,0,Female,Asian,0,Middle,7.6,No
3.33,1104.0,0,63.0,1.4,2.0,SocialSci,0,1,Other,Asian,1,Low,6.5,No
3.81,1273.0,1,21.0,1.5,3.0,Business,0,0,Male,Hispanic,0,High,2.7,No
3.1,1105.0,0,47.0,3.1,1.4,Business,0,1,Other,Black,0,High,4.4,No
2.47,1311.0,0,40.0,1.7,5.0,SocialSci,0,0,Female,Hispanic,0,High,3.8,No
3.48,1050.0,1,42.0,2.0,2.4,STEM,0,1,Other,Asian,1,High,1.6,No
3.8,1181.0,1,44.0,2.0,2.2,Arts,0,0,Male,Asian,0,Middle,6.8,No
3.47,1141.0,1,33.0,3.2,3.3,STEM,0,0,Male,Hispanic,0,Low,9.3,No
3.62,1261.0,1,51.0,4.0,7.2,SocialSci,0,0,Other,White,0,Low,8.9,Yes
3.87,1067.0,1,56.0,2.7,6.1,Health,1,1,Female,Black,1,Middle,8.5,Yes
3.05,1151.0,0,47.0,3.1,6.7,STEM,0,1,Other,Other,0,Low,9.4,No
3.81,1200.0,0,58.0,2.6,8.3,SocialSci,1,1,Female,Black,0,Middle,1.2,Yes
3.61,1133.0,0,34.0,1.7,2.7,Arts,1,0,Female,Black,0,Middle,7.5,No
2.7,1266.0,0,34.0,3.5,4.5,Health,0,1,Male,Other,0,Middle,2.5,No
2.65,1138.0,1,89.0,2.9,8.7,STEM,0,1,Male,White,0,High,6.9,Yes
2.42,1086.0,1,56.0,2.7,7.0,Health,0,0,Female,Black,0,Middle,5.9,Yes
3.33,1277.0,0,46.0,1.7,5.7,Health,0,1,Female,Other,0,High,2.2,No
3.77,1095.0,1,16.0,1.9,7.4,STEM,0,0,Female,White,0,Middle,1.6,No
2.17,1106.0,0,37.0,4.9,3.5,Business,0,0,Male,Asian,0,Low,3.5,No
3.16,1280.0,0,70.0,4.8,8.5,SocialSci,1,0,Female,Black,0,Middle,8.5,Yes
3.4,1022.0,1,48.0,4.8,9.1,Health,0,0,Male,Asian,0,Low,8.8,Yes
3.63,1226.0,1,41.0,1.7,4.0,Health,0,0,Other,Asian,0,Low,7.5,No
3.11,1266.0,1,64.0,4.4,7.9,SocialSci,0,1,Female,Hispanic,0,Low,6.0,Yes
3.32,1087.0,0,87.0,2.8,3.0,Health,0,0,Other,White,0,High,8.9,Yes
3.05,1373.0,1,28.0,2.3,9.2,Business,0,1,Other,White,0,High,4.4,No
2.38,1219.0,1,57.0,1.6,2.9,Business,0,0,Female,Other,0,Low,3.9,Yes
2.14,1204.0,1,70.0,4.7,8.3,Business,0,1,Female,White,0,Middle,8.4,Yes
2.51,994.0,1,37.0,2.3,9.1,Health,0,0,Other,Other,0,Middle,9.2,No
3.63,1106.0,1,25.0,2.8,4.3,Health,0,1,Male,Hispanic,0,High,7.8,No
2.24,1287.0,0,27.0,1.9,1.2,SocialSci,0,0,Other,Asian,0,High,4.4,No
2.14,1214.0,0,15.0,2.3,7.3,Business,0,0,Male,Other,0,Low,2.1,No
2.44,1197.0,0,63.0,4.8,3.1,Business,0,1,Other,Hispanic,0,Low,8.9,Yes
2.58,978.0,1,34.0,4.9,4.2,Arts,0,0,Male,Asian,0,Middle,1.5,No
2.8,1201.0,1,70.0,4.1,3.0,Arts,0,0,Male,Hispanic,0,Low,1.2,Yes
3.67,1256.0,0,56.0,2.2,2.0,Business,0,0,Female,White,0,Low,9.2,Yes
3.25,1057.0,0,23.0,2.1,5.5,Arts,0,0,Male,Black,1,Middle,5.7,No
3.5,1110.0,1,68.0,4.5,9.6,STEM,0,0,Other,Hispanic,0,Low,3.6,Yes
3.78,1210.0,1,84.0,2.2,5.1,Business,0,0,Male,Other,0,Middle,2.5,Yes
3.53,1362.0,1,27.0,3.9,8.9,Health,0,1,Female,Black,1,Middle,2.7,No
2.52,1052.0,0,19.0,1.2,9.5,Arts,1,0,Other,Asian,0,Middle,9.9,No
3.1,1157.0,1,32.0,2.9,8.2,Arts,0,0,Male,Hispanic,1,Low,7.1,No
2.91,1215.0,0,52.0,3.2,6.7,Health,0,1,Female,White,0,High,2.0,Yes
3.64,1092.0,1,67.0,4.1,9.3,Health,0,0,Other,Black,0,Low,9.1,Yes
2.5,1275.0,0,41.0,4.8,5.6,Health,1,0,Female,Other,0,Middle,7.7,No
3.22,1110.0,1,51.0,2.8,1.3,Business,0,0,Male,Black,0,Low,4.1,No
2.08,1189.0,0,79.0,1.7,3.4,SocialSci,0,0,Male,White,0,High,4.8,Yes
2.65,1212.0,1,69.0,3.8,9.8,SocialSci,0,1,Other,Other,0,Middle,4.4,Yes
2.94,1250.0,0,62.0,1.4,8.2,STEM,0,0,Male,Black,0,High,4.8,Yes
2.41,1219.0,1,29.0,2.8,5.9,Business,0,0,Female,Asian,0,High,7.8,No
3.34,1171.0,0,46.0,3.4,7.6,Arts,0,1,Female,White,0,High,1.8,Yes
2.74,1148.0,0,27.0,3.9,5.5,SocialSci,0,1,Other,Black,0,High,2.3,No
2.38,1190.0,0,46.0,1.4,4.1,Health,0,1,Other,White,0,High,2.7,No
3.74,1049.0,1,94.0,1.5,8.9,Business,0,0,Female,Black,0,Low,5.2,Yes
2.4,1146.0,1,64.0,4.2,9.7,Arts,0,1,Female,Other,0,Low,1.7,Yes
3.15,1170.0,0,37.0,2.6,2.3,Health,0,1,Male,Asian,0,Low,8.9,No
2.97,1200.0,1,54.0,1.9,8.2,Health,0,0,Female,Black,0,Low,6.1,Yes
2.89,1072.0,0,59.0,4.1,5.1,STEM,0,0,Male,Asian,0,Low,9.3,Yes
2.47,1218.0,0,81.0,2.6,4.8,Business,0,0,Female,Hispanic,0,High,6.3,Yes
3.64,1413.0,0,35.0,4.9,3.6,SocialSci,0,0,Male,Other,0,Low,1.8,Yes
3.29,1027.0,1,57.0,2.0,9.5,Business,0,0,Male,Asian,0,High,5.6,Yes
3.61,1154.0,1,45.0,3.4,4.7,Arts,0,0,Female,Other,0,Low,8.2,Yes
3.45,1162.0,1,52.0,2.8,8.4,SocialSci,0,0,Other,White,0,Low,3.7,Yes
3.53,1336.0,1,41.0,4.7,6.1,Arts,1,0,Male,Other,0,Middle,8.1,Yes
2.38,1241.0,1,33.0,3.6,3.9,Health,0,0,Female,Hispanic,0,High,9.2,No
3.22,1289.0,1,21.0,2.9,2.2,Business,1,1,Female,Hispanic,0,Low,5.5,No
3.58,1209.0,1,40.0,1.1,3.6,STEM,0,0,Male,Black,0,High,2.9,Yes
2.99,1326.0,1,34.0,5.0,9.6,Health,0,0,Female,Other,0,Middle,7.8,Yes
3.24,1283.0,1,38.0,4.1,5.7,Business,0,1,Other,Other,0,Middle,9.6,No
2.54,1166.0,0,38.0,2.4,4.0,SocialSci,0,1,Female,Other,0,High,6.1,No
2.91,1276.0,0,60.0,1.6,6.3,STEM,0,0,Female,Hispanic,0,Low,1.4,Yes
3.68,1097.0,0,53.0,4.4,1.9,SocialSci,0,1,Other,Other,0,Low,7.1,No
2.42,1318.0,0,41.0,2.0,3.2,SocialSci,0,0,Female,Black,0,High,9.3,No
3.42,1138.0,0,28.0,3.0,3.5,Health,0,0,Male,Asian,0,Middle,4.2,No
3.27,1133.0,0,44.0,4.6,4.0,Business,1,0,Other,Hispanic,0,Low,8.7,Yes
2.15,1217.0,1,37.0,5.0,7.4,Health,0,0,Female,Other,0,High,8.0,No
3.33,1394.0,0,82.0,2.1,4.9,Health,0,0,Other,Asian,0,High,5.8,Yes
2.91,1297.0,1,12.0,3.2,4.8,SocialSci,0,0,Other,Hispanic,1,Low,5.6,No
2.36,1390.0,0,48.0,2.8,4.1,SocialSci,1,0,Male,White,0,Middle,1.8,No
2.85,1162.0,0,14.0,3.4,5.8,Arts,0,1,Other,White,0,High,9.1,No
2.25,1231.0,0,55.0,3.7,4.9,STEM,0,0,Other,Other,0,High,7.5,Yes
3.9,1089.0,0,43.0,4.8,3.6,SocialSci,0,0,Male,Hispanic,0,Low,3.4,No
3.95,1109.0,1,82.0,2.3,9.8,SocialSci,0,0,Male,White,0,Low,2.2,Yes
2.85,1146.0,1,37.0,1.1,4.1,SocialSci,0,0,Female,Black,0,Low,3.0,No
2.42,1004.0,0,43.0,2.8,4.5,Health,0,0,Female,Black,1,Middle,2.7,No
3.59,1364.0,1,52.0,1.5,4.7,Health,0,0,Female,Hispanic,0,Middle,8.8,Yes
2.63,1094.0,0,30.0,2.1,7.0,Health,0,1,Other,Black,0,Middle,1.2,No
2.71,1208.0,0,32.0,1.9,7.4,Business,0,0,Male,Hispanic,0,High,3.5,No
2.8,1289.0,0,80.0,3.2,1.2,STEM,0,0,Male,White,0,High,1.2,Yes
3.43,1271.0,0,47.0,4.6,6.4,Business,0,0,Other,Other,0,Middle,7.6,Yes
3.22,1236.0,1,53.0,4.0,5.4,Business,0,0,Other,Asian,0,Middle,2.5,No
3.98,1168.0,0,34.0,2.2,5.9,Arts,1,0,Male,Black,0,High,1.8,Yes
3.68,1233.0,0,57.0,1.4,9.1,SocialSci,0,1,Male,Hispanic,0,High,9.7,Yes
3.95,1163.0,0,57.0,3.4,4.8,Arts,1,1,Other,Asian,0,Middle,3.0,No
3.55,1182.0,0,58.0,4.2,6.9,SocialSci,0,0,Female,Hispanic,0,Low,7.5,Yes
2.85,1184.0,1,69.0,4.3,6.4,Business,0,1,Male,White,0,Low,4.3,Yes
3.84,1228.0,1,29.0,3.5,4.7,Business,0,0,Male,Hispanic,0,High,8.6,No
2.8,1238.0,1,21.0,3.6,8.6,SocialSci,0,1,Male,White,0,Middle,4.3,No
2.2,1186.0,0,50.0,3.3,6.8,SocialSci,0,0,Other,White,0,High,6.0,Yes
2.44,1215.0,0,43.0,4.4,7.9,Arts,0,0,Male,Black,0,Low,3.2,No
3.96,1059.0,1,64.0,3.0,1.1,STEM,0,1,Female,Black,0,High,3.8,No
2.36,971.0,0,44.0,2.4,8.2,Business,0,0,Other,White,1,Low,8.7,Yes
2.79,1299.0,1,48.0,1.5,8.7,STEM,0,1,Male,Hispanic,0,Middle,5.0,Yes
3.66,1146.0,0,51.0,4.2,7.9,Business,0,0,Other,Hispanic,1,Middle,1.4,Yes
3.01,1061.0,0,57.0,2.4,4.7,SocialSci,1,0,Female,Black,1,Middle,9.5,Yes
3.31,1172.0,1,55.0,4.5,4.5,SocialSci,0,1,Other,Black,0,Low,6.9,No
3.75,1189.0,1,46.0,3.1,4.7,STEM,0,0,Female,Hispanic,0,Middle,4.4,No
2.22,1091.0,1,76.0,4.5,8.6,Business,1,0,Female,Black,0,High,7.1,Yes
2.95,1130.0,0,34.0,1.6,1.9,STEM,0,0,Other,Other,0,Middle,8.9,No
2.65,1165.0,0,51.0,4.9,7.1,Health,0,0,Female,Asian,0,Middle,3.1,Yes
3.27,1483.0,1,56.0,4.7,1.5,Business,1,0,Other,Black,1,Low,5.4,Yes
2.99,1205.0,1,32.0,4.1,1.8,Arts,1,0,Other,White,0,High,4.6,No
2.68,1200.0,0,62.0,2.2,9.0,Arts,0,0,Female,Black,0,High,6.3,Yes
2.4,1211.0,1,60.0,1.9,3.3,Arts,0,1,Female,Hispanic,0,Middle,8.1,Yes
2.29,1031.0,0,87.0,2.7,5.8,Business,1,0,Other,Black,0,Middle,8.8,Yes
3.49,1204.0,1,71.0,4.7,2.8,STEM,0,0,Other,Asian,0,High,4.0,Yes
3.65,1089.0,0,56.0,1.1,3.7,Business,0,1,Male,White,0,High,3.9,No
3.57,1063.0,0,28.0,3.7,3.7,Business,0,0,Other,Hispanic,0,High,8.0,No
3.35,1178.0,0,44.0,2.3,3.8,SocialSci,0,1,Male,Other,0,High,3.4,No
3.25,1148.0,0,81.0,3.6,4.2,Business,0,0,Female,Hispanic,0,Low,9.7,Yes
2.82,1233.0,0,61.0,4.9,5.0,Arts,1,0,Male,White,0,Low,3.6,No
3.28,1036.0,0,85.0,1.4,4.7,Arts,0,1,Female,Other,0,High,7.4,Yes
2.23,1210.0,1,44.0,1.1,2.3,Business,0,0,Male,Hispanic,0,High,4.9,No
3.14,1043.0,0,79.0,2.4,8.2,STEM,0,0,Other,Hispanic,1,Low,8.6,Yes
3.16,939.0,0,43.0,1.6,4.3,STEM,0,0,Other,Hispanic,0,High,8.1,No
2.99,1068.0,0,77.0,2.0,9.4,Health,0,0,Female,White,0,Middle,3.9,Yes
3.61,1035.0,0,27.0,3.6,4.0,Arts,1,0,Male,Other,0,Low,8.3,No
2.74,1245.0,0,49.0,3.0,1.5,SocialSci,0,0,Male,Asian,0,High,6.2,No
2.64,1192.0,1,44.0,1.3,8.4,SocialSci,0,0,Other,White,0,Low,9.0,Yes
2.21,1251.0,1,63.0,3.5,1.3,Business,0,0,Other,White,0,Low,1.8,Yes
2.64,1196.0,0,52.0,1.7,3.1,STEM,0,1,Female,Asian,0,High,9.9,No
2.73,966.0,0,64.0,1.7,5.8,Arts,0,1,Female,White,0,Low,2.6,No
2.18,1043.0,1,53.0,3.7,3.4,SocialSci,0,1,Other,Hispanic,0,Low,8.4,No
3.48,1208.0,0,46.0,3.4,9.9,Health,0,0,Female,White,0,High,6.3,Yes
2.07,1287.0,0,89.0,4.1,8.3,SocialSci,0,0,Other,White,0,High,6.4,Yes
3.81,1314.0,0,71.0,5.0,1.0,Arts,0,0,Other,Asian,0,Low,2.4,Yes
2.21,1160.0,1,40.0,4.5,8.7,Health,0,1,Female,Black,0,Low,1.4,No
2.47,1217.0,0,78.0,4.1,9.9,STEM,0,0,Female,White,0,Low,1.6,Yes
2.34,1139.0,1,31.0,4.7,9.5,Health,0,1,Other,Asian,0,Low,7.3,Yes
3.28,1395.0,1,54.0,2.4,1.0,Arts,0,1,Male,Asian,0,Low,5.8,Yes
3.98,1155.0,1,48.0,2.1,7.4,SocialSci,0,0,Male,Black,0,High,4.1,No
3.67,1174.0,1,44.0,5.0,4.8,STEM,0,0,Male,White,0,High,8.6,Yes
2.14,1236.0,0,63.0,4.2,4.7,Arts,0,1,Other,White,0,High,4.5,Yes
2.22,1226.0,0,44.0,3.0,3.4,Arts,1,1,Female,Other,0,Low,8.1,No
3.07,1439.0,1,49.0,4.0,9.6,Business,0,0,Female,Hispanic,1,Low,9.8,Yes
3.56,1097.0,1,84.0,1.7,3.0,Business,0,0,Female,Other,0,Low,5.3,Yes
3.42,1034.0,1,80.0,2.7,7.5,SocialSci,1,0,Other,Other,0,Low,8.5,Yes
3.02,1163.0,1,71.0,4.9,6.2,Business,0,0,Female,Hispanic,0,Middle,6.6,Yes
2.05,1250.0,1,31.0,4.7,3.8,SocialSci,0,0,Other,Other,0,Low,2.3,No
3.97,1234.0,0,57.0,2.2,6.8,STEM,0,0,Other,Hispanic,0,Middle,4.0,Yes
3.52,1367.0,1,37.0,4.8,7.4,Health,0,0,Male,Asian,0,High,3.4,No
3.22,1248.0,0,50.0,4.2,4.5,SocialSci,1,1,Male,Other,1,Low,2.3,Yes
3.42,980.0,1,22.0,4.7,8.2,SocialSci,1,0,Male,Asian,0,High,5.7,No
3.19,1203.0,0,78.0,2.4,4.3,STEM,0,0,Male,Other,0,High,8.4,Yes
3.4,1205.0,1,46.0,2.1,6.7,Health,0,0,Female,Asian,0,Low,5.2,Yes
2.66,1212.0,1,29.0,4.6,3.1,Health,0,0,Female,Asian,0,Low,1.8,No
3.62,1085.0,1,44.0,3.5,1.3,SocialSci,1,0,Female,Asian,0,High,3.0,Yes
2.14,1020.0,1,52.0,4.1,1.4,STEM,0,0,Female,Other,0,High,5.5,No
2.97,1391.0,0,62.0,2.4,3.1,STEM,1,1,Male,Other,0,High,4.0,Yes
3.92,1165.0,1,60.0,1.1,9.2,Arts,0,0,Female,White,0,Low,9.5,Yes
3.14,1183.0,1,62.0,2.8,8.7,SocialSci,0,1,Female,Asian,0,Low,1.5,Yes
2.44,1167.0,0,84.0,4.9,1.3,Health,0,0,Male,Asian,0,Low,1.5,Yes
3.09,1240.0,1,36.0,4.6,8.1,Arts,0,0,Male,Asian,0,Low,2.8,No
2.5,1167.0,1,33.0,2.7,1.6,Business,0,0,Other,Other,0,Low,8.5,No
2.66,1319.0,0,74.0,1.7,9.2,Arts,0,0,Female,Black,0,Low,3.9,Yes
2.0,1428.0,1,27.0,1.3,9.3,Arts,1,0,Other,Black,0,Low,8.6,No
3.77,1312.0,0,65.0,3.3,9.9,STEM,1,1,Male,Hispanic,0,Middle,5.0,Yes
2.27,1137.0,0,19.0,3.1,7.2,Health,0,1,Male,Other,0,Middle,7.7,No
3.58,1150.0,1,27.0,3.9,1.9,Arts,1,0,Female,Black,0,Middle,7.8,No
3.5,1043.0,0,46.0,1.3,2.1,STEM,0,0,Male,Other,0,High,5.9,No
2.04,1224.0,1,89.0,1.0,8.9,Health,0,0,Male,Asian,0,Middle,6.1,Yes
2.04,1295.0,1,63.0,1.8,5.4,Business,1,0,Male,White,0,Middle,2.7,Yes
2.69,1287.0,1,36.0,1.4,7.0,Business,0,1,Male,Black,0,Middle,4.7,No
2.67,1300.0,0,45.0,1.7,6.2,STEM,0,0,Male,White,0,Middle,6.9,No
3.04,1192.0,1,47.0,2.1,1.6,SocialSci,1,0,Other,Other,0,Middle,3.5,No
2.23,1313.0,0,47.0,1.6,9.7,Business,0,0,Female,Hispanic,1,High,6.3,No
3.07,1230.0,0,44.0,4.9,1.5,Business,1,1,Other,Asian,0,High,1.1,No
3.56,1236.0,0,65.0,1.2,6.3,STEM,0,0,Female,Other,0,Low,6.2,Yes
3.52,1109.0,1,24.0,1.4,9.7,Arts,1,0,Other,Black,0,High,7.5,No
3.64,1211.0,0,58.0,1.2,5.5,Health,0,0,Male,Black,0,Middle,5.2,Yes
3.38,1149.0,0,47.0,4.2,2.2,Health,0,1,Female,Black,0,Low,3.3,No
2.57,1226.0,0,16.0,2.9,5.3,Health,0,0,Male,White,0,Middle,2.5,No
3.67,1274.0,0,71.0,4.0,2.9,STEM,0,0,Other,Asian,0,Low,1.8,Yes
3.23,1067.0,0,35.0,2.7,4.5,SocialSci,0,1,Other,White,0,Low,3.5,No
2.53,1231.0,0,35.0,1.3,4.2,Health,0,0,Male,White,0,High,7.1,No
2.74,1263.0,0,28.0,4.9,1.4,Arts,0,0,Female,White,0,Low,10.0,No
3.04,1262.0,1,60.0,2.8,7.6,Arts,0,0,Female,Hispanic,0,High,1.6,Yes
2.06,1366.0,0,52.0,4.4,2.4,STEM,0,0,Other,Asian,0,Middle,4.3,Yes
3.75,1163.0,0,57.0,2.0,4.9,Business,0,0,Female,Asian,0,Middle,4.4,Yes
2.81,1302.0,0,48.0,2.8,5.5,SocialSci,0,0,Male,White,0,Middle,4.6,Yes
2.75,1297.0,1,40.0,3.8,7.3,STEM,0,1,Male,Other,0,Low,9.6,Yes
2.39,1245.0,1,30.0,3.8,3.0,SocialSci,0,0,Male,White,0,Middle,7.2,No
2.97,1194.0,0,74.0,3.0,4.9,SocialSci,0,1,Other,Asian,0,Low,9.9,Yes
2.48,1153.0,1,25.0,2.6,5.2,Arts,0,0,Male,White,1,Middle,8.8,No
3.66,1386.0,1,47.0,4.0,8.8,SocialSci,0,0,Male,Hispanic,0,Middle,2.1,Yes
3.99,1091.0,1,44.0,3.4,9.6,Arts,0,0,Other,Asian,0,High,9.8,Yes
2.7,1204.0,0,63.0,4.9,5.1,Health,0,1,Male,Asian,0,Middle,7.9,Yes
2.31,1251.0,0,30.0,1.2,3.9,STEM,0,0,Other,Hispanic,0,Low,9.8,No
2.11,1341.0,1,85.0,3.3,6.2,Arts,1,0,Female,Black,1,High,7.1,Yes
3.14,1194.0,0,64.0,4.8,6.4,Health,1,0,Female,Asian,0,Low,6.1,Yes
3.51,1284.0,1,53.0,3.3,9.3,SocialSci,0,0,Female,Black,0,Low,8.3,Yes
3.81,1291.0,0,80.0,2.9,1.2,STEM,0,0,Female,Hispanic,0,Low,5.7,Yes
2.12,920.0,1,57.0,4.0,8.5,Business,0,0,Male,Hispanic,0,Middle,7.1,Yes
3.91,1173.0,1,65.0,1.3,8.4,Arts,0,0,Female,Asian,0,Low,8.5,Yes
2.72,1275.0,0,59.0,2.3,8.4,Arts,0,0,Male,Black,0,Middle,1.8,Yes
2.12,1243.0,1,35.0,4.0,5.9,SocialSci,0,0,Male,White,0,High,7.1,No
2.21,1251.0,1,76.0,4.5,9.2,SocialSci,1,0,Male,White,0,Low,4.9,Yes
